source,source_id,name,aliases,raw_classes,piru_category,default_route,routes,units,dose_threshold,dose_light,dose_common,dose_strong,dose_heavy,onset,peak,total_duration,half_life_min,mechanism_summary,effects,indications,contraindications,regulatory_status,cas_no,chemical_formula,tags,sources_count,notes
nps-datahub,57d00e7b-14e6-4f50-8dfd-7237da230d02,3-Hydroxyflubromazepam,"7-bromo-5-(2-fluorophenyl)-3-hydroxy-1,3-dihydro-1,4-benzodiazepin-2-one; 7-bromo-5-(2-fluorophenyl)-3-hydroxy-2,3-dihydro-1H-1,4-benzodiazepin-2-one",Benzodiazepines; 2020/3. Benzodiazepine; 2021/3. Benzodiazepine; 2022/3. Benzodiazepine,Benzodiazepine,,,,,,,,,,,,,,,,,,,C15H10BrFN2O2,Benzodiazepines; 2020/3. Benzodiazepine; 2021/3. Benzodiazepine; 2022/3. Benzodiazepine; Small molecule; 3-Hydroxyflubromazepam - C15H10BrFN2O2,,"7-bromo-5-(2-fluorophenyl)-3-hydroxy-1,3-dihydro-1,4-benzodiazepin-2-one"
nps-datahub,b1837138-201f-4cd2-80ed-1033a7b94908,2-Me-Fu-F,N-(2-methylphenyl)-N-[1-(2-phenylethyl)piperidin-4-yl]furan-2-carboxamide; orto-methyl Furanyl Fentanyl; Furanyl fentanyl 2-methylphenyl analog; 2-methyl Furanyl fentanyl; o-methyl Furanyl fentanyl,Phenethylamines; Opioids; 2020/1. Von 2-Phenethylamin abgeleitete Verbindungen; 2021/1. Von 2-Phenethylamin abgeleitete Verbindungen; 2022/1. Von 2-Phenethylamin abgeleitete Verbindungen,Stimulant,,,,,,,,,,,,,,,,,,,C25H28N2O2,Phenethylamines; Opioids; 2020/1. Von 2-Phenethylamin abgeleitete Verbindungen; 2021/1. Von 2-Phenethylamin abgeleitete Verbindungen; 2022/1. Von 2-Phenethylamin abgeleitete Verbindungen; Small molecule; 2-Me-Fu-F - C25H28N2O2,,N-(2-methylphenyl)-N-[1-(2-phenylethyl)piperidin-4-yl]furan-2-carboxamide
nps-datahub,dc484206-cd2c-4c82-8572-205dc1a0d9e8,"1-(1,3-diphenylpropan-2yl)pyrrolidine","1-(1,3-diphenylpropan-2-yl)pyrrolidine",Phenethylamines; Piperidines & pyrrolidines; 2020/1. Von 2-Phenethylamin abgeleitete Verbindungen; 2021/1. Von 2-Phenethylamin abgeleitete Verbindungen; 2022/1. Von 2-Phenethylamin abgeleitete Verbindungen,Stimulant,,,,,,,,,,,,,,,,,,,C19H23N,"Phenethylamines; Piperidines & pyrrolidines; 2020/1. Von 2-Phenethylamin abgeleitete Verbindungen; 2021/1. Von 2-Phenethylamin abgeleitete Verbindungen; 2022/1. Von 2-Phenethylamin abgeleitete Verbindungen; Small molecule; 1-(1,3-diphenylpropan-2yl)pyrrolidine - C19H23N",,"1-(1,3-diphenylpropan-2-yl)pyrrolidine"
nps-datahub,05ffa4f8-f8c2-4dd0-954b-c7e9980ce191,bk-IMP,"1-(2,3-dihydro-1H-inden-5-yl)-2-(methylamino)propan-1-one; 1-(2,3-dihydro-1H-inden-5-yl)-N-methyl-1-oxopropan-2-amine",Phenethylamines; Cathinones; 2020/1. Von 2-Phenethylamin abgeleitete Verbindungen; 2021/1. Von 2-Phenethylamin abgeleitete Verbindungen; 2022/1. Von 2-Phenethylamin abgeleitete Verbindungen,Stimulant,,,,,,,,,,,,,,,,,,,C13H17NO,Phenethylamines; Cathinones; 2020/1. Von 2-Phenethylamin abgeleitete Verbindungen; 2021/1. Von 2-Phenethylamin abgeleitete Verbindungen; 2022/1. Von 2-Phenethylamin abgeleitete Verbindungen; Small molecule; bk-IMP - C13H17NO,,"1-(2,3-dihydro-1H-inden-5-yl)-2-(methylamino)propan-1-one"
nps-datahub,a303f7e6-84e5-4a4a-9dc6-a98ae5802cbc,25H-NBMD,"[(2H-1,3-benzodioxol-4-yl)methyl][2-(2,5-dimethoxyphenyl)ethyl]amine; 2C-H-NBMD",Phenethylamines; 2020/1. Von 2-Phenethylamin abgeleitete Verbindungen; 2021/1. Von 2-Phenethylamin abgeleitete Verbindungen; 2022/1. Von 2-Phenethylamin abgeleitete Verbindungen,Stimulant,,,,,,,,,,,,,,,,,,,C18H21NO4,Phenethylamines; 2020/1. Von 2-Phenethylamin abgeleitete Verbindungen; 2021/1. Von 2-Phenethylamin abgeleitete Verbindungen; 2022/1. Von 2-Phenethylamin abgeleitete Verbindungen; Small molecule; 25H-NBMD - C18H21NO4,,
nps-datahub,e32b6e75-4400-4e7d-a0b2-070cbac7b202,4Cl-Acrylfentanyl,N-(4-chlorophenyl)-N-[1-(2-phenylethyl)piperidin-4-yl]prop-2-enamide; N-(4-chlorophenyl)-N-(1-phenethylpiperidin-4-yl)acrylamide; 4-chloro Acryloylfentanyl; p-chloro Acryloylfentanyl; 4-chloro Acrylfentanyl; p-chloro Acrylfentanyl; 4Cl-acryl-F,Phenethylamines; Opioids; 2020/1. Von 2-Phenethylamin abgeleitete Verbindungen; 2021/1. Von 2-Phenethylamin abgeleitete Verbindungen; 2022/1. Von 2-Phenethylamin abgeleitete Verbindungen,Stimulant,,,,,,,,,,,,,,,,,,,C22H25ClN2O,Phenethylamines; Opioids; 2020/1. Von 2-Phenethylamin abgeleitete Verbindungen; 2021/1. Von 2-Phenethylamin abgeleitete Verbindungen; 2022/1. Von 2-Phenethylamin abgeleitete Verbindungen; Small molecule; 4Cl-Acrylfentanyl - C22H25ClN2O,,N-(4-chlorophenyl)-N-[1-(2-phenylethyl)piperidin-4-yl]prop-2-enamide
nps-datahub,3a092e24-e31d-4168-8a38-ef47c851b446,4Cl-Cyclopropyl-F,N-(4-chlorophenyl)-N-[1-(2-phenylethyl)piperidin-4-yl]cyclopropanecarboxamide; 4-chloro Cyclopropyl fentanyl; p-chloro Cyclopropyl fentanyl; N-(4-chlorophenyl)-N-(1-phenethylpiperidin-4-yl)cyclopropanecarboxamide,Phenethylamines; Opioids; 2020/1. Von 2-Phenethylamin abgeleitete Verbindungen; 2021/1. Von 2-Phenethylamin abgeleitete Verbindungen; 2022/1. Von 2-Phenethylamin abgeleitete Verbindungen,Stimulant,,,,,,,,,,,,,,,,,,,C23H27ClN2O,Phenethylamines; Opioids; 2020/1. Von 2-Phenethylamin abgeleitete Verbindungen; 2021/1. Von 2-Phenethylamin abgeleitete Verbindungen; 2022/1. Von 2-Phenethylamin abgeleitete Verbindungen; Small molecule; 4Cl-Cyclopropyl-F - C23H27ClN2O,,N-(4-chlorophenyl)-N-[1-(2-phenylethyl)piperidin-4-yl]cyclopropanecarboxamide
nps-datahub,039a4fca-d562-408b-8763-980117b6ee07,AB-7-FUBAICA,"AB-FUB7AICA; (2S)-2-({1-[(4-fluorophenyl)methyl]-1H-pyrrolo[2,3-b]pyridin-3-yl}formamido)-3-methylbutanamide","Cannabinoids; 2020/2.1 Von Indol, Pyrazol und 4-Chinolon abgeleitete Verbindungen; 2021/2.1 Von Indol, Pyrazol und 4-Chinolon abgeleitete Verbindungen; 2022/2.1 Von Indol, Pyrazol und 4-Chinolon abgeleitete Verbindungen",Cannabinoid,,,,,,,,,,,,,,,,,,,C20H21FN4O2,"Cannabinoids; 2020/2.1 Von Indol, Pyrazol und 4-Chinolon abgeleitete Verbindungen; 2021/2.1 Von Indol, Pyrazol und 4-Chinolon abgeleitete Verbindungen; 2022/2.1 Von Indol, Pyrazol und 4-Chinolon abgeleitete Verbindungen; Small molecule; AB-7-FUBAICA - C20H21FN4O2",,"(2R)-2-({1-[(4-fluorophenyl)methyl]-1H-pyrrolo[2,3-b]pyridin-3-yl}formamido)-3-methylbutanamide"
nps-datahub,8645e576-f8c9-47c3-b503-c7632ba97316,Methacrylfentanyl,2-methyl-N-phenyl-N-[1-(2-phenylethyl)piperidin-4-yl]prop-2-enamide; Methacrylic fentanyl; Methacrylic-F; N-(1-phenethylpiperidin-4-yl)-N-phenylmethacrylamide,Phenethylamines; Opioids; 2020/1. Von 2-Phenethylamin abgeleitete Verbindungen; 2021/1. Von 2-Phenethylamin abgeleitete Verbindungen; 2022/1. Von 2-Phenethylamin abgeleitete Verbindungen,Stimulant,,,,,,,,,,,,,,,,,,,C23H28N2O,Phenethylamines; Opioids; 2020/1. Von 2-Phenethylamin abgeleitete Verbindungen; 2021/1. Von 2-Phenethylamin abgeleitete Verbindungen; 2022/1. Von 2-Phenethylamin abgeleitete Verbindungen; Small molecule; Methacrylfentanyl - C23H28N2O,,2-methyl-N-phenyl-N-[1-(2-phenylethyl)piperidin-4-yl]prop-2-enamide
nps-datahub,1fdcb454-7cd6-448c-b863-75740a93c210,4Cl-Cyclopentyl-F,N-(4-chlorophenyl)-N-[1-(2-phenylethyl)piperidin-4-yl]cyclopentanecarboxamide; 4-chloro Cyclopentanoyl fentanyl; para-chloro Cyclopentanoyl; p-chloro Cyclopentanoyl fentanyl; 4-chloro Cyclopentyl fentanyl; p-chloro Cyclopentyl fentanyl; 4Cl-CP-F; N-(4-chlorophenyl)-N-(1-phenethylpiperidin-4-yl)cyclopentanecarboxamide,Phenethylamines; Opioids; 2020/1. Von 2-Phenethylamin abgeleitete Verbindungen; 2021/1. Von 2-Phenethylamin abgeleitete Verbindungen; 2022/1. Von 2-Phenethylamin abgeleitete Verbindungen,Stimulant,,,,,,,,,,,,,,,,,,,C25H31ClN2O,Phenethylamines; Opioids; 2020/1. Von 2-Phenethylamin abgeleitete Verbindungen; 2021/1. Von 2-Phenethylamin abgeleitete Verbindungen; 2022/1. Von 2-Phenethylamin abgeleitete Verbindungen; Small molecule; 4Cl-Cyclopentyl-F - C25H31ClN2O,,N-(4-chlorophenyl)-N-[1-(2-phenylethyl)piperidin-4-yl]cyclopentanecarboxamide
nps-datahub,4163da5d-6d99-47dc-8b4c-7ac9b9b6e1ba,AMAPN,2-(methylamino)-1-naphthalen-1-ylpropan-1-one; AMPAN,Phenethylamines; Cathinones; 2020/1. Von 2-Phenethylamin abgeleitete Verbindungen; 2021/1. Von 2-Phenethylamin abgeleitete Verbindungen; 2022/1. Von 2-Phenethylamin abgeleitete Verbindungen,Stimulant,,,,,,,,,,,,,,,,,,854674-62-7,C14H15NO,Phenethylamines; Cathinones; 2020/1. Von 2-Phenethylamin abgeleitete Verbindungen; 2021/1. Von 2-Phenethylamin abgeleitete Verbindungen; 2022/1. Von 2-Phenethylamin abgeleitete Verbindungen; Small molecule; AMAPN - C14H15NO - 854674-62-7,,2-(methylamino)-1-naphthalen-1-ylpropan-1-one
nps-datahub,172a56fa-9ad3-47e7-bc2a-97fea78c755e,5Cl-bk-MPA,1-(5-chlorothiophen-2-yl)-2-(methylamino)propan-1-one; 5-Cl-bk-MPA,Phenethylamines; Cathinones; 2020/1. Von 2-Phenethylamin abgeleitete Verbindungen; 2021/1. Von 2-Phenethylamin abgeleitete Verbindungen; 2022/1. Von 2-Phenethylamin abgeleitete Verbindungen,Stimulant,,,,,,,,,,,,,,,,,,,C8H10ClNOS,Phenethylamines; Cathinones; 2020/1. Von 2-Phenethylamin abgeleitete Verbindungen; 2021/1. Von 2-Phenethylamin abgeleitete Verbindungen; 2022/1. Von 2-Phenethylamin abgeleitete Verbindungen; Small molecule; 5Cl-bk-MPA - C8H10ClNOS,,1-(5-chlorothiophen-2-yl)-2-(methylamino)propan-1-one
nps-datahub,71d340ca-72d3-43fc-8dbf-39e4aca6a3bc,BMDP,"Benzylone; 1-(1,3-benzodioxol-5-yl)-2-(benzylamino)propan-1-one",Phenethylamines; Cathinones; 2020/1. Von 2-Phenethylamin abgeleitete Verbindungen; 2021/1. Von 2-Phenethylamin abgeleitete Verbindungen; 2022/1. Von 2-Phenethylamin abgeleitete Verbindungen,Stimulant,,,,,,,,,,,,,,,,,,1823274-68-5,C17H17NO3,Phenethylamines; Cathinones; 2020/1. Von 2-Phenethylamin abgeleitete Verbindungen; 2021/1. Von 2-Phenethylamin abgeleitete Verbindungen; 2022/1. Von 2-Phenethylamin abgeleitete Verbindungen; Small molecule; BMDP - C17H17NO3 - 1823274-68-5,,"1-(1,3-benzodioxol-5-yl)-2-(benzylamino)propan-1-one"
nps-datahub,845e24e5-3989-437a-a7fb-b704ed2fb2aa,EFLEA,"N-[1-(2,3-dihydro-1,4-benzodioxin-6-yl)propan-2-yl]-N-methylhydroxylamine; N-hydroxy-3,4-ethylenedioxy-N-methylamphetamine; N-Hydroxy-N-methyl-1-(2,3-dihydro-1,4-benzodioxin-6-yl)propane-2-amine; 1-(2,3-Dihydro-1,4-benzodioxin-6-yl)-N-hydroxy-N-methylpropan-2-amine",Phenethylamines; 2020/1. Von 2-Phenethylamin abgeleitete Verbindungen; 2021/1. Von 2-Phenethylamin abgeleitete Verbindungen; 2022/1. Von 2-Phenethylamin abgeleitete Verbindungen,Stimulant,,,,,,,,,,,,,,,,,,,C12H17NO3,Phenethylamines; 2020/1. Von 2-Phenethylamin abgeleitete Verbindungen; 2021/1. Von 2-Phenethylamin abgeleitete Verbindungen; 2022/1. Von 2-Phenethylamin abgeleitete Verbindungen; Small molecule; EFLEA - C12H17NO3,,"N-[1-(2,3-dihydro-1,4-benzodioxin-6-yl)propan-2-yl]-N-methylhydroxylamine"
nps-datahub,e770b7da-883d-4530-a8ed-07cc408ec7df,4-FEA,4F-ethamphetamine; N-ethyl-1-(4-fluorophenyl)propan-2-amine,Phenethylamines; 2020/1. Von 2-Phenethylamin abgeleitete Verbindungen; 2021/1. Von 2-Phenethylamin abgeleitete Verbindungen; 2022/1. Von 2-Phenethylamin abgeleitete Verbindungen,Stimulant,,,,,,,,,,,,,,,,,,,C11H16FN,Phenethylamines; 2020/1. Von 2-Phenethylamin abgeleitete Verbindungen; 2021/1. Von 2-Phenethylamin abgeleitete Verbindungen; 2022/1. Von 2-Phenethylamin abgeleitete Verbindungen; Small molecule; 4-FEA - C11H16FN,,N-ethyl-1-(4-fluorophenyl)propan-2-amine
nps-datahub,7de6e6a3-4513-47c1-b908-bdeb363a7dde,25E-NBOH,"2-({[2-(4-ethyl-2,5-dimethoxyphenyl)ethyl]amino}methyl)phenol; NBOH-2C-E",Phenethylamines; 2020/1. Von 2-Phenethylamin abgeleitete Verbindungen; 2021/1. Von 2-Phenethylamin abgeleitete Verbindungen; 2022/1. Von 2-Phenethylamin abgeleitete Verbindungen,Stimulant,,,,,,,,,,,,,,,,,,1391489-79-4,C19H25NO3,Phenethylamines; 2020/1. Von 2-Phenethylamin abgeleitete Verbindungen; 2021/1. Von 2-Phenethylamin abgeleitete Verbindungen; 2022/1. Von 2-Phenethylamin abgeleitete Verbindungen; Small molecule; 25E-NBOH - C19H25NO3 - 1391489-79-4,,"2-({[2-(4-ethyl-2,5-dimethoxyphenyl)ethyl]amino}methyl)phenol"
nps-datahub,73dc2707-afc4-42e8-8d92-2a53473c19c4,Flualprazolam,"8-chloro-6-(2-fluorophenyl)-1-methyl-4H-[1,2,4]triazolo[4,3-a][1,4]benzodiazepine; 8-chloro-6-(2-fluorophenyl)-1-methyl-4H-benzo[f][1,2,4]triazolo[4,3-a][1,4]diazepine",Benzodiazepines; 2020/3. Benzodiazepine; 2021/3. Benzodiazepine; 2022/3. Benzodiazepine,Benzodiazepine,,,,,,,,,,,,,,,,,,28910-91-0,C17H12ClFN4,Benzodiazepines; 2020/3. Benzodiazepine; 2021/3. Benzodiazepine; 2022/3. Benzodiazepine; Small molecule; Flualprazolam - C17H12ClFN4 - 28910-91-0,,"8-chloro-6-(2-fluorophenyl)-1-methyl-4H-[1,2,4]triazolo[4,3-a][1,4]benzodiazepine"
nps-datahub,4fabbd40-e3f4-45c0-83c1-b7af4d159692,4-CDC,"1-(4-chlorophenyl)-2-(dimethylamino)propan-1-one; 4-chloro-N,N-dimethylcathinone; 4-CDC; 4-CDMD; 4-chloro-N,N-DMC; 4-chloro-N,N-DMC",Phenethylamines; Cathinones; 2020/1. Von 2-Phenethylamin abgeleitete Verbindungen; 2021/1. Von 2-Phenethylamin abgeleitete Verbindungen; 2022/1. Von 2-Phenethylamin abgeleitete Verbindungen,Stimulant,,,,,,,,,,,,,,,,,,,C11H14ClNO,Phenethylamines; Cathinones; 2020/1. Von 2-Phenethylamin abgeleitete Verbindungen; 2021/1. Von 2-Phenethylamin abgeleitete Verbindungen; 2022/1. Von 2-Phenethylamin abgeleitete Verbindungen; Small molecule; 4-CDC - C11H14ClNO,,1-(4-chlorophenyl)-2-(dimethylamino)propan-1-one
nps-datahub,eb02c806-7209-4e77-a734-1ef312243d78,N-methyl U-47931E,4-bromo-N-(2-dimethylaminocyclohexyl)-N-methylbenzamide; 4-bromo-N-[2-(dimethylamino)cyclohexyl]-N-methylbenzamide,Opioids; 2020/4. Von N-(2-Aminocyclohexyl)amid abgeleitete Verbindungen; 2021/4. Von N-(2-Aminocyclohexyl)amid abgeleitete Verbindungen; 2022/4. Von N-(2-Aminocyclohexyl)amid abgeleitete Verbindungen,Opioid,,,,,,,,,,,,,,,,,,,C16H23BrN2O,Opioids; 2020/4. Von N-(2-Aminocyclohexyl)amid abgeleitete Verbindungen; 2021/4. Von N-(2-Aminocyclohexyl)amid abgeleitete Verbindungen; 2022/4. Von N-(2-Aminocyclohexyl)amid abgeleitete Verbindungen; Small molecule; N-methyl U-47931E - C16H23BrN2O,,4-bromo-N-(2-dimethylaminocyclohexyl)-N-methylbenzamide
nps-datahub,a2d9dac2-a0c7-4f1f-b339-6e82539fa800,N-Methylethylone,"1-(2H-1,3-benzodioxol-5-yl)-2-[ethyl(methyl)amino]propan-1-one; N-Ethylmethylone; 3,4-Methylenedioxy-N-ethyl-N-methylcathinone; 1-(benzo[d][1,3]dioxol-5-yl)-2-(ethyl(methyl)amino)propan-1-one; MDMEC",Phenethylamines; Cathinones; 2020/1. Von 2-Phenethylamin abgeleitete Verbindungen; 2021/1. Von 2-Phenethylamin abgeleitete Verbindungen; 2022/1. Von 2-Phenethylamin abgeleitete Verbindungen,Stimulant,,,,,,,,,,,,,,,,,,,C13H17NO3,Phenethylamines; Cathinones; 2020/1. Von 2-Phenethylamin abgeleitete Verbindungen; 2021/1. Von 2-Phenethylamin abgeleitete Verbindungen; 2022/1. Von 2-Phenethylamin abgeleitete Verbindungen; Small molecule; N-Methylethylone - C13H17NO3,,"1-(2H-1,3-benzodioxol-5-yl)-2-[ethyl(methyl)amino]propan-1-one"
nps-datahub,9e97fc57-5c31-47e1-809a-e7325c60e019,"3,4-EDMA","EDMA; 1-(2,3-dihydro-1,4-benzodioxin-7-yl)-N-methylpropan-2-amine",Phenethylamines; 2020/1. Von 2-Phenethylamin abgeleitete Verbindungen; 2021/1. Von 2-Phenethylamin abgeleitete Verbindungen; 2022/1. Von 2-Phenethylamin abgeleitete Verbindungen,Stimulant,,,,,,,,,,,,,,,,,,,C12H17NO2,"Phenethylamines; 2020/1. Von 2-Phenethylamin abgeleitete Verbindungen; 2021/1. Von 2-Phenethylamin abgeleitete Verbindungen; 2022/1. Von 2-Phenethylamin abgeleitete Verbindungen; Small molecule; 3,4-EDMA - C12H17NO2",,"1-(2,3-dihydro-1,4-benzodioxin-7-yl)-N-methylpropan-2-amine"
nps-datahub,b1f7eb21-28f6-4fb9-a137-588167dbcf25,MEP-FUBINACA,methyl (2S)-2-({1-[(4-fluorophenyl)methyl]-1H-indazol-3-yl}formamido)pentanoate; MMB-FUBINACA isomer 1; methyl (S)-2-(1-(4-fluorobenzyl)-1H-indazole-3-carboxamido)pentanoate,"Cannabinoids; 2020/2.1 Von Indol, Pyrazol und 4-Chinolon abgeleitete Verbindungen; 2021/2.1 Von Indol, Pyrazol und 4-Chinolon abgeleitete Verbindungen; 2022/2.1 Von Indol, Pyrazol und 4-Chinolon abgeleitete Verbindungen",Cannabinoid,,,,,,,,,,,,,,,,,,,C21H22FN3O3,"Cannabinoids; 2020/2.1 Von Indol, Pyrazol und 4-Chinolon abgeleitete Verbindungen; 2021/2.1 Von Indol, Pyrazol und 4-Chinolon abgeleitete Verbindungen; 2022/2.1 Von Indol, Pyrazol und 4-Chinolon abgeleitete Verbindungen; Small molecule; MEP-FUBINACA - C21H22FN3O3",,methyl (2R)-2-({1-[(4-fluorophenyl)methyl]-1H-indazol-3-yl}formamido)pentanoate
nps-datahub,36d0cd8d-45a2-4972-8f52-b309f2a233d4,Cyclopropyl-norfentanyl,N-phenyl-N-(piperidin-4-yl)cyclopropanecarboxamide; Norcyclopropyl fentanyl; N-phenyl-N-4-piperidinyl-cyclopropanecarboxamide,Opioids,Opioid,,,,,,,,,,,,,,,,,,,C15H20N2O,Opioids; Small molecule; Cyclopropyl-norfentanyl - C15H20N2O,,N-phenyl-N-(piperidin-4-yl)cyclopropanecarboxamide
nps-datahub,d67d3324-7bed-4bca-b85b-e3b1576ab3d8,"5F-5,3-AB-PFUPPYCA",N-(1-amino-3-methyl-1-oxobutan-2-yl)-1-(5-fluoropentyl)-5-(4-fluorophenyl)pyrazole-3-carboxamide; 2-{[1-(5-fluoropentyl)-5-(4-fluorophenyl)-1H-pyrazol-3-yl]formamido}-3-methylbutanamide,"Cannabinoids; 2020/2.1 Von Indol, Pyrazol und 4-Chinolon abgeleitete Verbindungen; 2021/2.1 Von Indol, Pyrazol und 4-Chinolon abgeleitete Verbindungen; 2022/2.1 Von Indol, Pyrazol und 4-Chinolon abgeleitete Verbindungen",Cannabinoid,,,,,,,,,,,,,,,,,,2044702-46-5,C20H26F2N4O2,"Cannabinoids; 2020/2.1 Von Indol, Pyrazol und 4-Chinolon abgeleitete Verbindungen; 2021/2.1 Von Indol, Pyrazol und 4-Chinolon abgeleitete Verbindungen; 2022/2.1 Von Indol, Pyrazol und 4-Chinolon abgeleitete Verbindungen; Small molecule; 5F-5,3-AB-PFUPPYCA - C20H26F2N4O2 - 2044702-46-5",,N-(1-amino-3-methyl-1-oxobutan-2-yl)-1-(5-fluoropentyl)-5-(4-fluorophenyl)pyrazole-3-carboxamide
nps-datahub,5ca6a73f-6e60-4bcf-8a2c-563865c4d943,5F-EDMB-PINACA,"ethyl (2S)-2-{[1-(5-fluoropentyl)-1H-indazol-3-yl]formamido}-3,3-dimethylbutanoate; 5F-ADB","Cannabinoids; 2020/2.1 Von Indol, Pyrazol und 4-Chinolon abgeleitete Verbindungen; 2021/2.1 Von Indol, Pyrazol und 4-Chinolon abgeleitete Verbindungen; 2022/2.1 Von Indol, Pyrazol und 4-Chinolon abgeleitete Verbindungen",Cannabinoid,,,,,,,,,,,,,,,,,,,C21H30FN3O3,"Cannabinoids; 2020/2.1 Von Indol, Pyrazol und 4-Chinolon abgeleitete Verbindungen; 2021/2.1 Von Indol, Pyrazol und 4-Chinolon abgeleitete Verbindungen; 2022/2.1 Von Indol, Pyrazol und 4-Chinolon abgeleitete Verbindungen; Small molecule; 5F-EDMB-PINACA - C21H30FN3O3",,"Ethyl (''S'')-2-(1-(5-fluoropentyl)-1''H''-indazole-3-carboxamido)-3,3-dimethylbutanoate"
nps-datahub,60c17630-475b-4691-8dae-77a8a1a2eea8,5F-t-Butylbenzyl-PINACA,"N‐(2,2‐dimethyl‐1‐phenylpropyl)‐1‐(5‐fluoropentyl)‐1H‐indazole‐3‐carboxamide; N-(2,2-dimethyl-1-phenylpropyl)-1-(5-fluoropentyl)-1H-indazole-3-carboxamide","Cannabinoids; 2020/2.1 Von Indol, Pyrazol und 4-Chinolon abgeleitete Verbindungen; 2021/2.1 Von Indol, Pyrazol und 4-Chinolon abgeleitete Verbindungen; 2022/2.1 Von Indol, Pyrazol und 4-Chinolon abgeleitete Verbindungen",Cannabinoid,,,,,,,,,,,,,,,,,,,C24H30FN3O,"Cannabinoids; 2020/2.1 Von Indol, Pyrazol und 4-Chinolon abgeleitete Verbindungen; 2021/2.1 Von Indol, Pyrazol und 4-Chinolon abgeleitete Verbindungen; 2022/2.1 Von Indol, Pyrazol und 4-Chinolon abgeleitete Verbindungen; Small molecule; 5F-t-Butylbenzyl-PINACA - C24H30FN3O",,"N-(2,2-dimethyl-1-phenylpropyl)-1-(5-fluoropentyl)-1H-indazole-3-carboxamide"
nps-datahub,95937e60-5041-4934-ae99-84d7274766d1,2F-AMB,methyl (2S)‐2‐{[1‐(2‐fluoropentyl)‐1H‐indazol‐3‐yl]formamido}‐3‐methylbutanoate; 2-fluoro-AMB; methyl (1-(2-fluoropentyl)-1H-indazole-3-carbonyl)-L-valinate,"Cannabinoids; 2020/2.1 Von Indol, Pyrazol und 4-Chinolon abgeleitete Verbindungen; 2021/2.1 Von Indol, Pyrazol und 4-Chinolon abgeleitete Verbindungen; 2022/2.1 Von Indol, Pyrazol und 4-Chinolon abgeleitete Verbindungen",Cannabinoid,,,,,,,,,,,,,,,,,,,C19H26FN3O3,"Cannabinoids; 2020/2.1 Von Indol, Pyrazol und 4-Chinolon abgeleitete Verbindungen; 2021/2.1 Von Indol, Pyrazol und 4-Chinolon abgeleitete Verbindungen; 2022/2.1 Von Indol, Pyrazol und 4-Chinolon abgeleitete Verbindungen; Small molecule; 2F-AMB - C19H26FN3O3",,methyl (2R)-2-{[1-(2-fluoropentyl)-1H-indazol-3-yl]formamido}-3-methylbutanoate
nps-datahub,a644ea84-bbac-4249-9fac-bd4f66dc3836,2F-ADB,"methyl (2S)‐2‐{[1‐(2‐fluoropentyl)‐1H‐indazol‐3‐yl]formamido}‐3,3‐dimethylbutanoate; 2-fluoro ADB; methyl (2S)-2-(1-(2-fluoropentyl)-1H-indazole-3-carboxamido)-3,3-dimethylbutanoate","Cannabinoids; 2020/2.1 Von Indol, Pyrazol und 4-Chinolon abgeleitete Verbindungen; 2021/2.1 Von Indol, Pyrazol und 4-Chinolon abgeleitete Verbindungen; 2022/2.1 Von Indol, Pyrazol und 4-Chinolon abgeleitete Verbindungen",Cannabinoid,,,,,,,,,,,,,,,,,,,C20H28FN3O3,"Cannabinoids; 2020/2.1 Von Indol, Pyrazol und 4-Chinolon abgeleitete Verbindungen; 2021/2.1 Von Indol, Pyrazol und 4-Chinolon abgeleitete Verbindungen; 2022/2.1 Von Indol, Pyrazol und 4-Chinolon abgeleitete Verbindungen; Small molecule; 2F-ADB - C20H28FN3O3",,"methyl (2R)-2-{[1-(2-fluoropentyl)-1H-indazol-3-yl]formamido}-3,3-dimethylbutanoate"
nps-datahub,498e9375-157b-43dc-be04-b90575cd7be3,3F-ADB,"methyl (2S)‐2‐{[1‐(3‐fluoropentyl)‐1H‐indazol‐3‐yl]formamido}‐3,3‐dimethylbutanoate; 3-fluoro ADB; methyl (2S)-2-(1-(3-fluoropentyl)-1H-indazole-3-carboxamido)-3,3-dimethylbutanoate","Cannabinoids; 2020/2.1 Von Indol, Pyrazol und 4-Chinolon abgeleitete Verbindungen; 2021/2.1 Von Indol, Pyrazol und 4-Chinolon abgeleitete Verbindungen; 2022/2.1 Von Indol, Pyrazol und 4-Chinolon abgeleitete Verbindungen",Cannabinoid,,,,,,,,,,,,,,,,,,,C20H28FN3O3,"Cannabinoids; 2020/2.1 Von Indol, Pyrazol und 4-Chinolon abgeleitete Verbindungen; 2021/2.1 Von Indol, Pyrazol und 4-Chinolon abgeleitete Verbindungen; 2022/2.1 Von Indol, Pyrazol und 4-Chinolon abgeleitete Verbindungen; Small molecule; 3F-ADB - C20H28FN3O3",,"methyl (2R)-2-{[1-(3-fluoropentyl)-1H-indazol-3-yl]formamido}-3,3-dimethylbutanoate"
