name,source_group,has_binding,has_functional,has_biased,has_oligomers,has_downstream,has_neuroimaging,has_pk_routes,has_conc_effect,has_metabolism,has_drug_interactions,has_pgx,has_tolerance,has_off_targets,has_identifiers,confidence
DOAM,serotonergic-phenethylamine-psychedelics,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,low
DOB,serotonergic-phenethylamine-psychedelics,yes,yes,no,no,yes,no,yes,no,no,no,no,yes,no,yes,high
DOBU,serotonergic-phenethylamine-psychedelics,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,low
DOC,serotonergic-phenethylamine-psychedelics,yes,no,no,no,yes,no,yes,no,no,no,no,yes,no,yes,high
DOEF,serotonergic-phenethylamine-psychedelics,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,low
DOET,serotonergic-phenethylamine-psychedelics,yes,no,no,no,yes,no,yes,no,yes,no,no,no,no,yes,medium
DOI,serotonergic-phenethylamine-psychedelics,yes,yes,yes,yes,yes,no,no,no,yes,no,no,yes,no,yes,high
Doip,serotonergic-phenethylamine-psychedelics,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,low
DOM,serotonergic-phenethylamine-psychedelics,yes,no,no,no,yes,no,yes,no,yes,no,no,yes,no,yes,high
DON,serotonergic-phenethylamine-psychedelics,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,low
dopamine,stimulants-amphetamines,no,no,no,no,yes,no,yes,no,yes,no,no,no,no,yes,high
DOPR,serotonergic-phenethylamine-psychedelics,no,no,no,no,yes,no,yes,no,no,no,no,no,no,yes,low
Doxylamine,serotonergic-phenethylamine-psychedelics,yes,no,no,no,yes,no,yes,no,yes,no,yes,no,no,yes,high
DPT,serotonergic-tryptamines-and-lsd,yes,no,no,no,yes,no,no,no,no,no,yes,yes,no,yes,low
Dramamine,gaba-depressants-other,no,no,no,no,yes,no,no,no,no,no,yes,yes,no,no,high
DXM Polistirex,other-dissociatives,no,no,no,no,yes,no,yes,no,yes,no,yes,yes,no,yes,medium
Dxme,other-dissociatives,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,low
Dynorphin A (2-17),serotonergic-tryptamines-and-lsd,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,low
E; ESCALINE,serotonergic-phenethylamine-psychedelics,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,low
EDMC,stimulants-cathinones,no,no,no,no,yes,no,no,no,no,no,yes,yes,no,no,low
Eflea,serotonergic-phenethylamine-psychedelics,no,no,no,no,no,no,no,no,no,no,no,no,no,no,low
EIPT,serotonergic-tryptamines-and-lsd,no,no,no,no,yes,no,no,no,no,no,yes,yes,no,no,low
Encenicline,nootropics-other,no,yes,no,no,yes,no,yes,no,no,no,yes,yes,yes,yes,medium
endomorphin-1,serotonergic-phenethylamine-psychedelics,yes,no,no,no,yes,no,no,no,no,no,no,no,no,yes,high
Ephedrine,stimulants-amphetamines,no,yes,no,no,yes,no,yes,no,yes,no,no,no,no,yes,high
Ephenidine,other-dissociatives,yes,yes,no,no,yes,no,no,no,no,no,yes,yes,no,yes,medium
epinephrine,serotonergic-tryptamines-and-lsd,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,low
Ept,serotonergic-tryptamines-and-lsd,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,low
Ergotryptamine,serotonergic-tryptamines-and-lsd,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,low
Escaline,serotonergic-phenethylamine-psychedelics,yes,no,no,no,yes,no,yes,no,yes,yes,no,yes,no,yes,medium
Escitalopram,prescription-psychiatrics,yes,no,no,no,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,high
Esketamine,arylcyclohexylamines,yes,yes,no,no,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,high
Estazolam,benzos-and-z-drugs,no,no,no,no,yes,no,yes,no,yes,no,no,no,no,yes,medium
Eszopiclone,benzos-and-z-drugs,yes,no,no,no,yes,no,yes,no,yes,yes,no,yes,yes,yes,high
Etazene,designer-opioids,yes,no,no,no,yes,no,no,no,no,no,yes,yes,no,yes,high
ETH-LAD,serotonergic-tryptamines-and-lsd,yes,no,no,no,yes,no,no,no,no,no,yes,yes,no,yes,low
Ethaqualone,gaba-depressants-other,no,no,no,no,yes,no,no,no,no,no,yes,yes,no,yes,low
Ethketamine,arylcyclohexylamines,no,yes,no,no,yes,no,no,no,no,no,yes,yes,no,no,medium
Ethyl-pentedrone,stimulants-cathinones,yes,no,no,no,yes,no,yes,no,no,no,yes,yes,no,yes,medium
Ethylcathinone,stimulants-cathinones,yes,no,no,no,yes,no,no,no,yes,no,yes,yes,no,yes,medium
ethylisopropyltryptamine,serotonergic-tryptamines-and-lsd,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,low
Ethylketamine,arylcyclohexylamines,no,no,no,no,yes,no,no,no,no,no,yes,yes,no,no,medium
Ethylmorphine,classical-opioids,yes,no,no,no,yes,no,yes,no,yes,no,yes,yes,no,yes,low
Ethylone,stimulants-cathinones,yes,no,no,no,yes,no,no,no,yes,no,yes,yes,no,yes,medium
Ethylphenidate,stimulants-dat-inhibitors,yes,no,no,no,yes,no,no,no,yes,no,no,no,no,yes,medium
Eticyclidone,arylcyclohexylamines,no,no,no,no,yes,no,no,no,no,no,yes,yes,no,yes,low
Etiracetam,ampakines-and-racetams,yes,no,no,no,yes,no,no,no,no,no,yes,yes,no,yes,high
Etizolam,benzos-and-z-drugs,yes,yes,no,no,yes,no,yes,no,yes,yes,no,yes,no,yes,high
Etodesnitazene,designer-opioids,yes,no,no,no,yes,no,no,no,no,no,yes,yes,no,yes,high
Etonitazene,designer-opioids,yes,no,no,no,yes,no,no,no,yes,no,yes,yes,no,yes,high
etryptamine,serotonergic-tryptamines-and-lsd,no,no,no,no,yes,no,no,no,no,no,yes,yes,no,yes,low
etryptamine hydrochloride,serotonergic-tryptamines-and-lsd,no,no,no,no,yes,no,no,no,no,no,yes,yes,no,no,low
Eutylone,stimulants-cathinones,yes,no,no,no,yes,no,no,no,no,no,yes,yes,no,yes,high
examorelin,serotonergic-tryptamines-and-lsd,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,low
EXP-561,prescription-psychiatrics,no,yes,no,no,yes,no,no,no,no,no,yes,yes,no,no,low
F-Phenibut,gaba-depressants-other,no,no,no,no,yes,no,no,no,no,no,yes,yes,no,no,low
Fasoracetam,gaba-depressants-other,no,no,no,no,yes,no,yes,no,no,no,yes,yes,no,yes,low
Fenethylline,stimulants-amphetamines,no,no,no,no,yes,no,yes,no,yes,no,no,no,no,yes,medium
Fenfluramine,stimulants-amphetamines,yes,yes,no,no,yes,no,yes,no,yes,yes,yes,no,yes,yes,high
Fentanyl,designer-opioids,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,high
fertirelin,serotonergic-tryptamines-and-lsd,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,low
FLEA,serotonergic-phenethylamine-psychedelics,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,low
Flephedrone,stimulants-cathinones,yes,no,no,no,yes,no,no,no,no,no,yes,yes,no,yes,high
Flmodafinil,stimulants-dat-inhibitors,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,medium
Flualprazolam,benzos-and-z-drugs,no,no,no,no,yes,no,yes,no,yes,no,no,yes,no,yes,high
Flubromazepam,benzos-and-z-drugs,no,no,no,no,yes,no,yes,no,yes,no,no,yes,no,yes,high
Flubromazolam,benzos-and-z-drugs,no,no,no,no,yes,no,yes,no,yes,no,no,yes,no,yes,high
Flubrotizolam,gaba-depressants-other,no,no,no,no,yes,no,no,no,no,no,yes,yes,no,no,low
Fluclotizolam,benzos-and-z-drugs,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,low
Fluetizolam,benzos-and-z-drugs,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,low
Fluminorex,stimulants-amphetamines,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,low
Flunitazene,designer-opioids,yes,no,no,no,yes,no,no,no,no,no,yes,yes,no,no,high
Flunitrazepam,benzos-and-z-drugs,yes,no,no,no,yes,no,yes,no,yes,no,yes,yes,no,yes,high
Flunitrazolam,benzos-and-z-drugs,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,low
Fluorenol,stimulants-dat-inhibitors,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,low
Fluorexetamine,arylcyclohexylamines,yes,no,no,no,yes,no,no,no,no,no,yes,yes,no,no,low
Fluorolintane,other-dissociatives,yes,no,no,no,yes,no,no,no,no,no,yes,yes,no,no,medium
Fluorophenibut,gaba-depressants-other,no,no,no,no,yes,no,no,no,no,no,yes,yes,no,no,low
Fluoxetine,prescription-psychiatrics,yes,no,no,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,high
Flurazepam,benzos-and-z-drugs,no,no,no,no,yes,no,yes,no,yes,no,no,yes,no,yes,high
Flutazolam,benzos-and-z-drugs,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,low
Flutoprazepam,benzos-and-z-drugs,no,no,no,no,yes,no,yes,no,no,no,no,no,no,yes,low
Fluvoxamine,prescription-psychiatrics,yes,no,no,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,high
Fmoc-D-tryptophan,serotonergic-tryptamines-and-lsd,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,low
Focalin,stimulants-dat-inhibitors,yes,no,no,no,yes,no,yes,no,yes,no,no,no,no,yes,high
Fosazepam,gaba-depressants-other,no,no,no,no,yes,no,no,no,no,no,yes,yes,no,yes,low
Furanylfentanyl,designer-opioids,yes,no,no,no,yes,no,no,no,yes,yes,yes,yes,yes,yes,high
Gaba,gaba-depressants-other,no,no,no,no,yes,no,yes,no,yes,no,yes,yes,no,yes,high
Gabapentin,gaba-depressants-other,yes,yes,no,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,high
Galantamine,nootropics-other,no,yes,no,no,yes,no,yes,no,yes,yes,yes,yes,no,yes,high
gammaGluCys(IAN),serotonergic-tryptamines-and-lsd,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,low
gammaGluCys(IAN)Glu,serotonergic-tryptamines-and-lsd,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,low
gastrin-14,serotonergic-tryptamines-and-lsd,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,low
gastrin-17,serotonergic-tryptamines-and-lsd,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,low
GBL,gaba-depressants-other,yes,no,no,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,high
GHB,gaba-depressants-other,yes,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,high
GHRP-6,serotonergic-tryptamines-and-lsd,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,low
Gidazepam,benzos-and-z-drugs,no,no,no,no,yes,no,no,no,yes,no,no,no,no,yes,low
Glaucine,classical-opioids,yes,no,no,no,yes,no,yes,no,no,no,yes,yes,no,yes,medium
glucobrassicin,serotonergic-tryptamines-and-lsd,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,low
glucobrassicin(1-),serotonergic-tryptamines-and-lsd,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,low
Glutethimide,gaba-depressants-other,no,no,no,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,medium
glycyl-L-tryptophan 2-naphthylamide,serotonergic-tryptamines-and-lsd,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,low
glycyltryptophan,serotonergic-tryptamines-and-lsd,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,low
GnRH I,serotonergic-tryptamines-and-lsd,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,low
gonadorelin,serotonergic-tryptamines-and-lsd,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,low
goserelin acetate,serotonergic-tryptamines-and-lsd,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,low
GR100679,serotonergic-tryptamines-and-lsd,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,low
GR94800,serotonergic-tryptamines-and-lsd,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,low
Growth hormone releasing hexapeptide,serotonergic-tryptamines-and-lsd,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,low
Halazepam,benzos-and-z-drugs,no,no,no,no,yes,no,no,no,yes,no,no,no,no,yes,medium
Halothane,gaba-depressants-other,no,no,no,no,yes,no,yes,no,yes,no,yes,yes,yes,yes,high
HARMALINE,serotonergic-tryptamines-and-lsd,yes,no,no,no,yes,no,yes,no,yes,yes,yes,yes,no,yes,high
HARMINE,serotonergic-tryptamines-and-lsd,yes,no,no,no,yes,no,yes,no,yes,yes,yes,yes,no,yes,high
Herkinorin,dysdelics-and-kor-ligands,yes,yes,yes,no,yes,no,no,no,yes,no,yes,yes,yes,yes,medium
Heroin,classical-opioids,yes,no,no,no,yes,no,yes,no,yes,no,yes,yes,no,yes,high
Hexedrone,stimulants-cathinones,yes,no,no,no,yes,no,no,no,no,no,yes,yes,no,yes,medium
Hexobarbital,gaba-depressants-other,no,no,no,no,yes,no,yes,no,yes,no,yes,yes,no,yes,medium
histrelin,serotonergic-tryptamines-and-lsd,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,low
histrelin acetate,serotonergic-tryptamines-and-lsd,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,low
Homomazindol,stimulants-dat-inhibitors,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,low
Hordenine,stimulants-amphetamines,no,yes,no,no,yes,no,no,no,yes,no,no,no,no,yes,medium
Hunteriatryptamine,serotonergic-tryptamines-and-lsd,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,low
Huperzine A,nootropics-other,yes,yes,no,no,yes,no,yes,no,no,yes,yes,yes,yes,yes,high
Hydergine,serotonergic-tryptamines-and-lsd,yes,no,no,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,medium
Hydrafinil,stimulants-dat-inhibitors,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,low
Hydrocodone,classical-opioids,yes,no,no,no,yes,no,yes,no,yes,yes,yes,yes,no,yes,high
Hydromorphone,classical-opioids,yes,no,no,no,yes,no,yes,no,yes,yes,yes,yes,no,yes,high
Hydroxetamine,arylcyclohexylamines,no,no,no,no,yes,no,no,no,no,no,yes,yes,no,no,low
Hydroxynorketamine,arylcyclohexylamines,yes,yes,no,no,yes,no,yes,no,yes,no,yes,yes,no,yes,high
Hydroxyzine,gaba-depressants-other,yes,no,no,no,yes,no,yes,no,yes,no,yes,yes,yes,yes,high
hypaphorine,serotonergic-tryptamines-and-lsd,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,low
Ibogaine,other-dissociatives,yes,no,no,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,high
Ic-26,classical-opioids,no,no,no,no,yes,no,no,no,no,no,yes,yes,no,no,low
Idebenone,nootropics-other,no,yes,no,no,yes,no,yes,no,yes,no,yes,yes,no,yes,high
IDRA-21,ampakines-and-racetams,no,yes,no,no,yes,yes,no,no,no,no,yes,yes,yes,yes,medium
ilomastat,serotonergic-tryptamines-and-lsd,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,low
Imuracetam,ampakines-and-racetams,no,no,no,no,yes,no,no,no,no,no,yes,yes,no,yes,low
Indanorex,stimulants-dat-inhibitors,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,low
Indapyrophenidone,serotonergic-phenethylamine-psychedelics,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,low
Indatraline,stimulants-dat-inhibitors,yes,no,no,no,yes,no,no,no,no,no,no,no,no,yes,medium
indol-3-ylacetaldoxime,serotonergic-phenethylamine-psychedelics,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,high
Indole-3-acetaldoxime N-oxide,serotonergic-phenethylamine-psychedelics,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,high
indole-3-acetonitrile,serotonergic-tryptamines-and-lsd,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,low
indolylmethylglucosinolate,serotonergic-tryptamines-and-lsd,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,low
Indriline,stimulants-dat-inhibitors,no,no,no,no,no,no,no,no,no,no,no,no,no,no,low
IQM-97423,serotonergic-tryptamines-and-lsd,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,low
IRL 2500,serotonergic-tryptamines-and-lsd,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,low
IS-159,serotonergic-tryptamines-and-lsd,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,low
Isobutyrylvalindomycin,serotonergic-phenethylamine-psychedelics,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,medium
Isomethadone,classical-opioids,no,no,no,no,yes,no,no,no,no,no,yes,yes,no,no,low
Isophenmetrazine,stimulants-dat-inhibitors,no,no,no,no,no,no,no,no,no,no,no,no,no,no,low
Isopropylphenidate,stimulants-dat-inhibitors,yes,no,no,no,yes,no,no,no,yes,no,no,no,no,no,medium
Isoproscaline,serotonergic-phenethylamine-psychedelics,no,no,no,no,yes,no,yes,no,no,no,no,no,no,yes,low
Isotonitazene,designer-opioids,yes,no,no,no,yes,no,no,no,yes,no,yes,yes,no,yes,high
Isotonitazepyne,designer-opioids,yes,no,no,no,yes,no,no,no,no,no,yes,yes,no,no,high
isovaleric acid; tryptamine,serotonergic-tryptamines-and-lsd,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,low
Ispronicline,nootropics-other,no,no,no,no,yes,no,yes,no,no,no,yes,yes,no,yes,medium
J-147,nootropics-other,no,yes,no,no,yes,no,yes,no,no,no,yes,yes,no,yes,low
Jenkem,deliriants-anticholinergics,no,no,no,no,yes,no,no,no,no,no,yes,yes,yes,no,low
JHW-007,stimulants-dat-inhibitors,yes,no,no,no,yes,no,no,no,no,no,no,no,no,yes,medium
JJC8-088,stimulants-dat-inhibitors,yes,no,no,no,yes,no,no,no,no,no,no,no,yes,yes,high
jmv-2810,serotonergic-tryptamines-and-lsd,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,low
JNJ-7925476,stimulants-dat-inhibitors,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,medium
JWH-018,cannabinoids,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,yes,yes,yes,high
JWH-073,cannabinoids,yes,no,no,no,yes,no,no,no,yes,no,yes,yes,no,yes,high
JWH-367,mdma-and-entactogens,no,no,no,no,yes,no,no,no,no,no,yes,yes,no,yes,high
Kanna,gaba-depressants-other,yes,no,no,no,yes,no,yes,no,no,yes,yes,yes,no,no,medium
Kava,gaba-depressants-other,no,yes,no,no,yes,no,yes,no,yes,yes,yes,yes,yes,no,medium
Ketamine,arylcyclohexylamines,yes,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,high
Ketazolam,benzos-and-z-drugs,no,no,no,no,yes,no,no,no,yes,no,no,no,no,yes,low
Ketobemidone,classical-opioids,yes,no,no,no,yes,no,no,no,yes,no,yes,yes,no,yes,medium
Kratom,classical-opioids,no,no,no,no,yes,no,yes,no,yes,yes,yes,yes,no,no,high
"L-779,976",serotonergic-tryptamines-and-lsd,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,low
L-acetyltryptophan,serotonergic-tryptamines-and-lsd,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,low
L-methamphetamine,stimulants-amphetamines,no,yes,no,no,yes,no,yes,no,yes,no,no,no,no,yes,high
L-tryptophan 2-naphthylamide,serotonergic-tryptamines-and-lsd,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,low
L-tryptophan polyoxin C,serotonergic-tryptamines-and-lsd,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,low
L-tryptophanamide(1+),serotonergic-tryptamines-and-lsd,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,low
L-tryptophanate,serotonergic-tryptamines-and-lsd,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,low
L-tryptophanium,serotonergic-tryptamines-and-lsd,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,low
L-tryptophanol,serotonergic-tryptamines-and-lsd,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,low
Lamotrigine,prescription-psychiatrics,yes,no,no,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,high
lanepitant,serotonergic-tryptamines-and-lsd,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,low
Lean,classical-opioids,no,no,no,no,yes,no,no,no,no,yes,yes,yes,yes,no,medium
lecirelin,serotonergic-tryptamines-and-lsd,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,low
lespedamine,serotonergic-tryptamines-and-lsd,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,low
leuprolide acetate,serotonergic-tryptamines-and-lsd,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,low
Levetiracetam,ampakines-and-racetams,yes,no,no,no,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,high
Levomethorphan,classical-opioids,yes,no,no,no,yes,no,yes,no,yes,no,yes,yes,no,yes,medium
"LHRH, N-epsilon-azidobenzoyl-lys(6)-",serotonergic-phenethylamine-psychedelics,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,high
Librium,benzos-and-z-drugs,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,high
Lisdexamfetamine,stimulants-dat-inhibitors,no,no,no,no,yes,no,yes,no,yes,no,no,no,no,yes,high
Lithium orotate,prescription-psychiatrics,yes,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,medium
Lofentanil,designer-opioids,yes,no,no,no,yes,no,no,no,no,no,yes,yes,yes,yes,medium
LOPHOPHINE,serotonergic-phenethylamine-psychedelics,no,no,no,no,yes,no,yes,no,no,no,no,no,no,yes,low
Loprazolam,benzos-and-z-drugs,no,no,no,no,yes,no,yes,no,no,no,no,no,no,yes,low
Lorazepam,benzos-and-z-drugs,yes,no,no,no,yes,no,yes,no,yes,yes,yes,yes,no,yes,high
Lormetazepam,benzos-and-z-drugs,no,no,no,no,yes,no,yes,no,yes,no,no,no,no,yes,medium
LR-1111,stimulants-dat-inhibitors,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,medium
LR-5182,stimulants-dat-inhibitors,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,low
Lsa,serotonergic-tryptamines-and-lsd,yes,no,no,no,yes,no,yes,no,no,no,yes,yes,yes,yes,low
LSD-25,serotonergic-tryptamines-and-lsd,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,high
Lsz,serotonergic-tryptamines-and-lsd,yes,yes,no,no,yes,no,no,no,no,no,yes,yes,no,no,medium
ltx-315,serotonergic-tryptamines-and-lsd,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,low
LY-404187,ampakines-and-racetams,no,yes,no,no,yes,no,no,no,no,no,yes,yes,yes,yes,medium
LY-451646,ampakines-and-racetams,no,yes,no,no,yes,no,no,no,no,no,yes,yes,no,yes,low
LY-503430,ampakines-and-racetams,no,yes,no,no,yes,no,no,no,no,no,yes,yes,no,yes,low
Lys-MDA,mdma-and-entactogens,no,no,no,no,yes,no,yes,no,yes,no,yes,yes,no,no,high
m-tyramine,stimulants-amphetamines,no,yes,no,no,yes,no,no,no,no,no,no,no,no,yes,medium
macimorelin,serotonergic-tryptamines-and-lsd,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,low
MADAM-6,cannabinoids,no,no,no,no,yes,no,no,no,no,no,yes,yes,no,yes,high
Marinacarboline D,serotonergic-tryptamines-and-lsd,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,low
Marinol,gaba-depressants-other,yes,no,no,no,yes,no,yes,no,yes,no,yes,yes,no,yes,high
mastoparan-B,serotonergic-tryptamines-and-lsd,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,low
mastoparan-V,serotonergic-tryptamines-and-lsd,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,low
Mazindol,stimulants-dat-inhibitors,yes,no,no,no,yes,no,yes,no,no,no,no,no,no,yes,medium
MBT,serotonergic-tryptamines-and-lsd,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,low
MD-PHP,mdma-and-entactogens,no,no,no,no,yes,no,no,no,no,no,yes,yes,no,no,medium
MD-PiHP,mdma-and-entactogens,no,no,no,no,yes,no,no,no,no,no,yes,yes,no,no,low
MDA,mdma-and-entactogens,yes,no,no,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,high
Mdai,mdma-and-entactogens,yes,no,no,no,yes,no,no,no,no,yes,yes,yes,yes,yes,medium
MDAL,mdma-and-entactogens,no,no,no,no,yes,no,no,no,no,no,yes,yes,no,no,low
MDE,mdma-and-entactogens,yes,no,no,no,yes,no,yes,no,yes,yes,yes,yes,no,yes,high
Mdea,mdma-and-entactogens,no,no,no,no,yes,no,no,no,no,no,yes,yes,no,yes,high
MDMA,mdma-and-entactogens,yes,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,high
MDMB-4en-PINACA,cannabinoids,yes,no,no,no,yes,no,no,no,yes,no,yes,yes,no,yes,high
MDOH,mdma-and-entactogens,no,no,no,no,yes,no,no,no,yes,no,yes,yes,yes,yes,low
Mdpa,mdma-and-entactogens,no,no,no,no,yes,no,no,no,no,no,yes,yes,no,no,low
MDPBP,stimulants-cathinones,yes,no,no,no,yes,no,no,no,no,no,yes,yes,no,yes,high
MDPPP,stimulants-cathinones,yes,no,no,no,yes,no,no,no,yes,no,yes,yes,no,yes,medium
MDPR,mdma-and-entactogens,no,no,no,no,yes,no,no,no,no,no,yes,yes,no,no,low
Mdpv,stimulants-cathinones,yes,yes,no,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,high
Mebroqualone,gaba-depressants-other,no,no,no,no,yes,no,no,no,no,no,yes,yes,no,yes,low
Meclonazepam,benzos-and-z-drugs,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,low
Medazepam,benzos-and-z-drugs,no,no,no,no,yes,no,no,no,yes,no,no,no,no,yes,medium
Medifoxamine,prescription-psychiatrics,no,no,no,no,yes,no,no,no,yes,no,yes,yes,yes,yes,low
Mefloquine,gaba-depressants-other,no,no,no,no,yes,no,yes,no,yes,no,yes,yes,yes,yes,medium
MELATONIN,serotonergic-tryptamines-and-lsd,yes,yes,no,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,high
MEM,serotonergic-phenethylamine-psychedelics,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,low
Memantine,other-dissociatives,yes,no,no,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,high
MEN 10376,serotonergic-tryptamines-and-lsd,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,low
Mephedrone,stimulants-cathinones,yes,no,no,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,high
Mephenmetrazine,stimulants-dat-inhibitors,no,no,no,no,no,no,no,no,no,no,no,no,no,no,medium
Mescaline,stimulants-amphetamines,yes,no,no,no,yes,no,yes,no,yes,no,no,no,no,yes,high
Mesyl Sal B,dysdelics-and-kor-ligands,yes,yes,yes,no,yes,no,no,no,no,no,yes,yes,no,no,high
META-DOB,serotonergic-phenethylamine-psychedelics,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,low
META-DOT,serotonergic-phenethylamine-psychedelics,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,low
Metaclazepam,benzos-and-z-drugs,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,low
metanephrine,gaba-depressants-other,no,no,no,no,yes,no,no,no,no,no,yes,yes,no,yes,high
